drugbank_id	smpdb-id	name	drugs (placeholder)enzymes (placeholder to uniprot_id	
DB00001	SMP00278	Lepirudin Action Pathway	
DB04076	SMP00365	Gout or Kelley-Seegmiller Syndrome	
DB04076	SMP00050	Purine Metabolism	
DB04076	SMP00167	Adenylosuccinate Lyase Deficiency	
DB04076	SMP00427	Azathioprine Action Pathway	
DB04076	SMP00144	Adenosine Deaminase Deficiency	
DB04076	SMP00168	AICA-Ribosiduria	
DB04076	SMP00430	Thioguanine Action Pathway	
DB04076	SMP00537	Myoadenylate deaminase deficiency	
DB04076	SMP00513	Xanthinuria type II	
DB04076	SMP00535	Adenine phosphoribosyltransferase deficiency (APRT)	
DB04076	SMP00364	Lesch-Nyhan Syndrome (LNS)	
DB04076	SMP00220	Xanthine Dehydrogenase Deficiency (Xanthinuria)	
DB04077	SMP00039	Glycerolipid Metabolism	
DB04077	SMP00529	D-glyceric acidura	
DB04077	SMP00530	Familial lipoprotein lipase deficiency	
DB04077	SMP00187	Glycerol Kinase Deficiency	
DB04077	SMP00182	Galactosemia	
DB04077	SMP00043	Galactose Metabolism	
DB04160	SMP00310	Corticotropin Activation of Cortisol Production	
DB04160	SMP00322	Vasopressin Regulation of Water Homeostasis	
DB04160	SMP00737	Abacavir Action Pathway	
DB04160	SMP00742	Lamivudine  Action Pathway	
DB04160	SMP00744	Rilpivirine Action Pathway	
DB04160	SMP00647	Thioguanine Metabolism Pathway	
DB04160	SMP00740	Efavirenz Action Pathway	
DB04160	SMP00747	Zidovudine Action Pathway	
DB04160	SMP00065	Ubiquinone Biosynthesis	
DB04160	SMP00312	Excitatory Neural Signalling Through 5-HTR 6 and Serotonin 	
DB04160	SMP00335	Intracellular Signalling Through Histamine H2 Receptor and Histamine	
DB04160	SMP00564	Multiple carboxylase deficiency, neonatal or early onset form	
DB04160	SMP00746	Zalcitabine Action Pathway	
DB04160	SMP00309	Excitatory Neural Signalling Through 5-HTR 4 and Serotonin	
DB04160	SMP00741	Emtricitabine Action Pathway	
DB04160	SMP00743	Nevirapine  Action Pathway	
DB04160	SMP00174	Biotinidase Deficiency	
DB04160	SMP00066	Biotin Metabolism	
DB04160	SMP00311	Excitatory Neural Signalling Through 5-HTR 7 and  Serotonin 	
DB04160	SMP00333	Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone	
DB04160	SMP00338	Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin	
DB04160	SMP00738	Delavirdine Action Pathway	
DB04160	SMP00745	Stavudine Action Pathway	
DB04160	SMP00308	Dopamine Activation of Neurological Reward System	
DB04160	SMP00354	Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin	
DB04160	SMP00126	Phenylacetate Metabolism	
DB04160	SMP00343	Intracellular Signalling Through PGD2 receptor and Prostaglandin D2	
DB04160	SMP00739	Didanosine Action Pathway	
DB04160	SMP00480	Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids	
DB04160	SMP00568	Short-chain 3-hydroxyacyl-CoA dehydrogenase deficiency (SCHAD)	
DB04160	SMP00649	Lamivudine Metabolism Pathway	
DB04160	SMP00320	Intracellular Signalling Through Adenosine Receptor A2a and Adenosine	
DB04160	SMP00481	Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids	
DB04160	SMP00321	Intracellular Signalling Through Adenosine Receptor A2b and Adenosine	
DB04160	SMP00011	Inositol Metabolism	
DB04160	SMP00010	Nucleotide Sugars Metabolism	
DB04160	SMP00181	Ethylmalonic Encephalopathy	
DB04160	SMP00541	Carnitine palmitoyl transferase deficiency (II)	
DB04160	SMP00553	Glycogenosis, Type III. Cori disease, Debrancher glycogenosis	
DB04160	SMP00555	Glycogenosis, Type VI. Hers disease	
DB04160	SMP00027	Pantothenate and CoA Biosynthesis	
DB04160	SMP00185	Glutaric Aciduria Type I	
DB04160	SMP00542	Medium chain acyl-coa dehydrogenase deficiency (MCAD)	
DB04160	SMP00556	Mucopolysaccharidosis VI. Sly syndrome	
DB04160	SMP00482	Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids	
DB04160	SMP00495	Galactosemia II (GALK)	
DB04160	SMP00532	Sulfite oxidase deficiency	
DB04160	SMP00539	Long chain acyl-CoA dehydrogenase deficiency (LCAD)	
DB04160	SMP00635	Valproic Acid Metabolism Pathway	
DB04160	SMP00450	Phytanic Acid Peroxisomal Oxidation	
DB04160	SMP00029	Selenoamino Acid Metabolism	
DB04160	SMP00073	Butyrate Metabolism	
DB04160	SMP00449	Ethanol Degradation	
DB04160	SMP00041	Sulfate/Sulfite Metabolism	
DB04160	SMP00235	Short Chain Acyl CoA Dehydrogenase Deficiency (SCAD Deficiency)	
DB04160	SMP00451	Refsum Disease	
DB04160	SMP00538	Carnitine palmitoyl transferase deficiency (I)	
DB04160	SMP00545	Trifunctional protein deficiency	
DB04160	SMP00557	Sucrase-isomaltase deficiency	
DB04160	SMP00496	Galactosemia III	
DB04160	SMP00540	Very-long-chain acyl coa dehydrogenase deficiency (VLCAD)	
DB04160	SMP00552	Glycogen synthetase deficiency	
DB04160	SMP00554	Glycogenosis, Type IV. Amylopectinosis, Anderson disease	
DB04160	SMP00051	Fatty acid Metabolism	
DB04160	SMP00070	Riboflavin Metabolism	
DB04160	SMP00058	Starch and Sucrose Metabolism	
DB04160	SMP00030	Oxidation of Branched Chain Fatty Acids	
DB04160	SMP00123	Betaine Metabolism	
DB04160	SMP00044	Histidine Metabolism	
DB04160	SMP00023	Steroid Biosynthesis	
DB04160	SMP00388	Chondrodysplasia Punctata II, X Linked Dominant (CDPX2)	
DB04160	SMP00191	Histidinemia	
DB04160	SMP00095	Alendronate Action Pathway	
DB04160	SMP00016	Propanoate Metabolism	
DB04160	SMP00048	Nicotinate and Nicotinamide Metabolism	
DB04160	SMP00317	Familial Hypercholanemia (FHCA)	
DB04160	SMP00198	Malonic Aciduria	
DB04160	SMP00209	Hypercholesterolemia	
DB04160	SMP00099	Lovastatin Action Pathway	
DB04160	SMP00111	Cerivastatin Action Pathway	
DB04160	SMP00502	Malonyl-coa decarboxylase deficiency	
DB04160	SMP00509	Hyper-IgD syndrome	
DB04160	SMP00579	Congenital disorder of glycosylation CDG-IId	
DB04160	SMP00722	Cystinosis, ocular nonnephropathic	
DB04160	SMP00725	Fructose intolerance, hereditary	
DB04160	SMP00055	Alanine Metabolism	
DB04160	SMP00013	Cysteine Metabolism	
DB04160	SMP00064	Fructose and Mannose Degradation	
DB04160	SMP00445	Spermidine and Spermine Biosynthesis	
DB04160	SMP00444	Lactose Synthesis	
DB04160	SMP00319	Lysosomal Acid Lipase Deficiency (Wolman Disease)	
DB04160	SMP00313	Lactic Acidemia	
DB04160	SMP00079	Ibandronate Action Pathway	
DB04160	SMP00089	Pravastatin Action Pathway	
DB04160	SMP00035	Bile Acid Biosynthesis	
DB04160	SMP00316	Zellweger Syndrome	
DB04160	SMP00201	Methylmalonic Aciduria Due to Cobalamin-Related Disorders	
DB04160	SMP00390	Tay-Sachs Disease	
DB04160	SMP00217	Sialuria or French Type Sialuria	
DB04160	SMP00112	Risedronate Action Pathway	
DB04160	SMP00510	Mevalonic aciduria	
DB04160	SMP00561	Fructosuria	
DB04160	SMP00580	GLUT-1 deficiency syndrome	
DB04160	SMP00352	Primary Hyperoxaluria Type I	
DB04160	SMP00389	Smith-Lemli-Opitz Syndrome (SLOS)	
DB04160	SMP00082	Simvastatin Action Pathway	
DB04160	SMP00092	Rosuvastatin Action Pathway	
DB04160	SMP00315	Cerebrotendinous Xanthomatosis (CTX)	
DB04160	SMP00117	Pamidronate Action Pathway	
DB04160	SMP00499	Beta-mercaptolactate-cysteine disulfiduria	
DB04160	SMP00511	Wolman disease	
DB04160	SMP00314	Congenital Bile Acid Synthesis Defect Type II	
DB04160	SMP00182	Galactosemia	
DB04160	SMP00119	Fluvastatin Action Pathway	
DB04160	SMP00534	G(M2)-Gangliosidosis: Variant B, Tay-sachs disease	
DB04160	SMP00720	27-Hydroxylase Deficiency	
DB04160	SMP00045	Amino Sugar Metabolism	
DB04160	SMP00350	Pyruvate Carboxylase Deficiency	
DB04160	SMP00387	CHILD Syndrome	
DB04160	SMP00216	Sialuria or French Type Sialuria	
DB04160	SMP00043	Galactose Metabolism	
DB04160	SMP00175	Canavan Disease	
DB04160	SMP00369	Tyrosinemia Type 2 (or Richner-Hanhart syndrome)	
DB04160	SMP00262	Clomocycline Action Pathway	
DB04160	SMP00248	Clarithromycin Action Pathway	
DB04160	SMP00255	Kanamycin Action Pathway	
DB04160	SMP00290	Demeclocycline Action Pathway	
DB04160	SMP00292	Minocycline Action Pathway	
DB04160	SMP00730	Troleandomycin Action Pathway	
DB04160	SMP00508	Cholesteryl ester storage disease	
DB04160	SMP00609	Mercaptopurine Metabolism Pathway	
DB04160	SMP00386	Desmosterolosis	
DB04160	SMP00240	Salla Disease/Infantile Sialic Acid Storage Disease	
DB04160	SMP00318	Congenital Bile Acid Synthesis Defect Type III	
DB04160	SMP00107	Zoledronate Action Pathway	
DB04160	SMP00131	Atorvastatin Action Pathway	
DB04160	SMP00192	Hypoacetylaspartia	
DB04160	SMP00206	Phenylketonuria	
DB04160	SMP00370	Tyrosinemia Type 3 (TYRO3)	
DB04160	SMP00357	Argininemia	
DB04160	SMP00249	Clindamycin Action Pathway	
DB04160	SMP00256	Neomycin Action Pathway	
DB04160	SMP00291	Doxycycline Action Pathway	
DB04160	SMP00293	Oxytetracycline Action Pathway	
DB04160	SMP00711	Tobramycin Action Pathway	
DB04160	SMP00713	Arbekacin Action Pathway	
DB04160	SMP00726	Rolitetracycline Action Pathway	
DB04160	SMP00731	Josamycin Action Pathway	
DB04160	SMP00067	Aspartate Metabolism	
DB04160	SMP00196	Leigh Syndrome	
DB04160	SMP00003	Argininosuccinic Aciduria	
DB04160	SMP00002	Carbamoyl Phosphate Synthetase Deficiency	
DB04160	SMP00250	Erythromycin Action Pathway	
DB04160	SMP00252	Telithromycin Action Pathway	
DB04160	SMP00257	Netilmicin Action Pathway	
DB04160	SMP00294	Tetracycline Action Pathway	
DB04160	SMP00712	Tigecycline Action Pathway	
DB04160	SMP00714	Paromomycin Action Pathway	
DB04160	SMP00727	Methacycline Action Pathway	
DB04160	SMP00001	Citrullinemia Type I	
DB04160	SMP00251	Roxithromycin Action Pathway	
DB04160	SMP00253	Amikacin Action Pathway	
DB04160	SMP00258	Spectinomycin Action Pathway	
DB04160	SMP00295	Lymecycline Action Pathway	
DB04160	SMP00558	Primary hyperoxaluria II, PH2	
DB04160	SMP00728	Lincomycin Action Pathway	
DB04160	SMP00334	Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency)	
DB04160	SMP00361	Hyperprolinemia Type I	
DB04160	SMP00341	Hypermethioninemia	
DB04160	SMP00063	Tryptophan Metabolism	
DB04160	SMP00172	Beta Ureidopropionase Deficiency	
DB04160	SMP00504	Creatine deficiency, guanidinoacetate methyltransferase deficiency	
DB04160	SMP00567	Succinic semialdehyde dehydrogenase deficiency	
DB04160	SMP00247	Azithromycin Action Pathway	
DB04160	SMP00254	Gentamicin Action Pathway	
DB04160	SMP00259	Streptomycin Action Pathway	
DB04160	SMP00559	Pyruvate kinase deficiency	
DB04160	SMP00729	Chloramphenicol Action Pathway	
DB04160	SMP00009	Ammonia Recycling	
DB04160	SMP00008	Phenylalanine and Tyrosine Metabolism	
DB04160	SMP00060	Pyruvate Metabolism	
DB04160	SMP00212	Pyruvate Dehydrogenase Complex Deficiency	
DB04160	SMP00059	Urea Cycle	
DB04160	SMP00205	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	
DB04160	SMP00033	Methionine Metabolism	
DB04160	SMP00208	Prolinemia Type II	
DB04160	SMP00214	S-Adenosylhomocysteine (SAH) Hydrolase Deficiency	
DB04160	SMP00219	UMP Synthase Deiciency (Orotic Aciduria)	
DB04160	SMP00202	MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)	
DB04160	SMP00505	Hyperornithinemia with gyrate atrophy (HOGA)	
DB04160	SMP00243	4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency	
DB04160	SMP00207	Prolidase Deficiency (PD)	
DB04160	SMP00188	Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency)	
DB04160	SMP00222	Glycine N-methyltransferase Deficiency	
DB04160	SMP00046	Pyrimidine Metabolism	
DB04160	SMP00178	Dihydropyrimidinase Deficiency	
DB04160	SMP00506	Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome]	
DB04160	SMP00385	Homocarnosinosis	
DB04160	SMP00203	Molybdenum Cofactor Deficiency	
DB04160	SMP00210	Purine Nucleoside Phosphorylase Deficiency	
DB04160	SMP00244	Sarcosinemia	
DB04160	SMP00485	Hyperglycinemia, non-ketotic	
DB04160	SMP00536	Mitochondrial DNA depletion syndrome	
DB04160	SMP00507	L-arginine:glycine amidinotransferase deficiency	
DB04160	SMP00570	Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type	
DB04160	SMP00020	Arginine and Proline Metabolism	
DB04160	SMP00362	Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency)	
DB04160	SMP00363	Ornithine Aminotransferase Deficiency (OAT Deficiency)	
DB04160	SMP00340	Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)	
DB04160	SMP00072	Glutamate Metabolism	
DB04160	SMP00339	Hyperinsulinism-Hyperammonemia Syndrome	
DB04160	SMP00136	2-Hydroxyglutric Aciduria (D And L Form)	
DB04160	SMP00360	Hyperprolinemia Type II	
DB04160	SMP00177	Cystathionine Beta-Synthase Deficiency	
DB04160	SMP00221	Methionine Adenosyltransferase Deficiency	
DB04160	SMP00144	Adenosine Deaminase Deficiency	
DB04160	SMP00168	AICA-Ribosiduria	
DB04160	SMP00004	Glycine and Serine Metabolism	
DB04160	SMP00430	Thioguanine Action Pathway	
DB04160	SMP00429	Disulfiram Action Pathway	
DB04160	SMP00537	Myoadenylate deaminase deficiency	
DB04160	SMP00050	Purine Metabolism	
DB04160	SMP00167	Adenylosuccinate Lyase Deficiency	
DB04160	SMP00223	Non Ketotic Hyperglycinemia	
DB04160	SMP00427	Azathioprine Action Pathway	
DB04160	SMP00242	Dimethylglycine Dehydrogenase Deficiency	
DB04160	SMP00428	Mercaptopurine Action Pathway	
DB04160	SMP00512	Xanthinuria type I	
DB04160	SMP00365	Gout or Kelley-Seegmiller Syndrome	
DB04160	SMP00484	Dimethylglycine Dehydrogenase Deficiency	
DB04160	SMP00513	Xanthinuria type II	
DB04160	SMP00535	Adenine phosphoribosyltransferase deficiency (APRT)	
DB04160	SMP00721	3-Phosphoglycerate dehydrogenase deficiency	
DB04160	SMP00364	Lesch-Nyhan Syndrome (LNS)	
DB04160	SMP00220	Xanthine Dehydrogenase Deficiency (Xanthinuria)	
DB04160	SMP00179	Dihydropyrimidine Dehydrogenase Deficiency (DHPD)	
DB04183	SMP00464	Vitamin K Metabolism	
DB04183	SMP00173	Beta-Ketothiolase Deficiency	
DB04183	SMP00237	3-Methylcrotonyl Coa Carboxylase Deficiency Type I	
DB04183	SMP00238	Isovaleric Aciduria	
DB04183	SMP00137	2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency	
DB04183	SMP00139	3-Methylglutaconic Aciduria Type I	
DB04183	SMP00199	Maple Syrup Urine Disease	
DB04183	SMP00200	Methylmalonic Aciduria	
DB04183	SMP00523	Isobutyryl-coa dehydrogenase deficiency	
DB04183	SMP00032	Valine, Leucine and Isoleucine Degradation	
DB04183	SMP00138	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency	
DB04183	SMP00384	Methylmalonate Semialdehyde Dehydrogenase Deficiency	
DB04183	SMP00201	Methylmalonic Aciduria Due to Cobalamin-Related Disorders	
DB04183	SMP00522	3-hydroxyisobutyric aciduria	
DB04183	SMP00236	Propionic Acidemia	
DB04183	SMP00140	3-Methylglutaconic Aciduria Type III	
DB04183	SMP00016	Propanoate Metabolism	
DB04183	SMP00198	Malonic Aciduria	
DB04183	SMP00141	3-Methylglutaconic Aciduria Type IV	
DB04183	SMP00502	Malonyl-coa decarboxylase deficiency	
DB04183	SMP00521	3-hydroxyisobutyric acid dehydrogenase deficiency	
DB04183	SMP00524	Isovaleric acidemia	
DB04193	SMP00341	Hypermethioninemia	
DB04193	SMP00033	Methionine Metabolism	
DB04193	SMP00214	S-Adenosylhomocysteine (SAH) Hydrolase Deficiency	
DB04193	SMP00222	Glycine N-methyltransferase Deficiency	
DB04193	SMP00570	Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type	
DB04193	SMP00340	Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)	
DB04193	SMP00177	Cystathionine Beta-Synthase Deficiency	
DB04193	SMP00221	Methionine Adenosyltransferase Deficiency	
DB04207	SMP00037	Lysine Degradation	
DB04207	SMP00719	2-aminoadipic 2-oxoadipic aciduria	
DB04207	SMP00527	Hyperlysinemia I, Familial	
DB04207	SMP00186	Glutaric Aciduria Type I	
DB04207	SMP00528	Hyperlysinemia II or Saccharopinuria	
DB04207	SMP00571	Pyridoxine dependency with seizures	
DB04207	SMP00239	Saccharopinuria/Hyperlysinemia II	
DB04242	SMP00065	Ubiquinone Biosynthesis	
DB04252	SMP00175	Canavan Disease	
DB04252	SMP00192	Hypoacetylaspartia	
DB04252	SMP00067	Aspartate Metabolism	
DB04252	SMP00172	Beta Ureidopropionase Deficiency	
DB04252	SMP00219	UMP Synthase Deiciency (Orotic Aciduria)	
DB04252	SMP00202	MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)	
DB04252	SMP00046	Pyrimidine Metabolism	
DB04252	SMP00178	Dihydropyrimidinase Deficiency	
DB04272	SMP00466	Transfer of Acetyl Groups into Mitochondria	
DB04272	SMP00547	Fumarase deficiency	
DB04272	SMP00057	Citric Acid Cycle	
DB04272	SMP00548	Mitochondrial complex II deficiency	
DB04272	SMP00550	Pyruvate dehydrogenase deficiency (E3)	
DB04272	SMP00549	2-ketoglutarate dehydrogenase complex deficiency	
DB04272	SMP00546	Congenital lactic acidosis	
DB04272	SMP00551	Pyruvate dehydrogenase deficiency (E2)	
DB04272	SMP00654	Warburg Effect	
DB04275	SMP00063	Tryptophan Metabolism	
DB04299	SMP00057	Citric Acid Cycle	
DB04299	SMP00548	Mitochondrial complex II deficiency	
DB04299	SMP00547	Fumarase deficiency	
DB04299	SMP00355	Mitochondrial Electron Transport Chain	
DB04299	SMP00550	Pyruvate dehydrogenase deficiency (E3)	
DB04299	SMP00546	Congenital lactic acidosis	
DB04299	SMP00551	Pyruvate dehydrogenase deficiency (E2)	
DB04299	SMP00549	2-ketoglutarate dehydrogenase complex deficiency	
DB04299	SMP00175	Canavan Disease	
DB04299	SMP00369	Tyrosinemia Type 2 (or Richner-Hanhart syndrome)	
DB04299	SMP00008	Phenylalanine and Tyrosine Metabolism	
DB04299	SMP00059	Urea Cycle	
DB04299	SMP00205	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	
DB04299	SMP00192	Hypoacetylaspartia	
DB04299	SMP00206	Phenylketonuria	
DB04299	SMP00370	Tyrosinemia Type 3 (TYRO3)	
DB04299	SMP00357	Argininemia	
DB04299	SMP00067	Aspartate Metabolism	
DB04299	SMP00003	Argininosuccinic Aciduria	
DB04299	SMP00002	Carbamoyl Phosphate Synthetase Deficiency	
DB04299	SMP00001	Citrullinemia Type I	
DB04299	SMP00654	Warburg Effect	
DB04299	SMP00361	Hyperprolinemia Type I	
DB04299	SMP00218	Tyrosinemia Type I	
DB04299	SMP00504	Creatine deficiency, guanidinoacetate methyltransferase deficiency	
DB04299	SMP00208	Prolinemia Type II	
DB04299	SMP00498	Dopamine beta-hydroxylase deficiency	
DB04299	SMP00505	Hyperornithinemia with gyrate atrophy (HOGA)	
DB04299	SMP00533	Monoamine oxidase-a deficiency (MAO-A)	
DB04299	SMP00360	Hyperprolinemia Type II	
DB04299	SMP00190	Hawkinsinuria	
DB04299	SMP00169	Alkaptonuria	
DB04299	SMP00507	L-arginine:glycine amidinotransferase deficiency	
DB04299	SMP00020	Arginine and Proline Metabolism	
DB04299	SMP00362	Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency)	
DB04299	SMP00363	Ornithine Aminotransferase Deficiency (OAT Deficiency)	
DB04299	SMP00006	Tyrosine Metabolism	
DB04299	SMP00207	Prolidase Deficiency (PD)	
DB04299	SMP00188	Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency)	
DB04299	SMP00494	Tyrosinemia, transient, of the newborn	
DB04299	SMP00506	Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome]	
DB04299	SMP00203	Molybdenum Cofactor Deficiency	
DB04299	SMP00210	Purine Nucleoside Phosphorylase Deficiency	
DB04299	SMP00536	Mitochondrial DNA depletion syndrome	
DB04299	SMP00144	Adenosine Deaminase Deficiency	
DB04299	SMP00168	AICA-Ribosiduria	
DB04299	SMP00430	Thioguanine Action Pathway	
DB04299	SMP00429	Disulfiram Action Pathway	
DB04299	SMP00537	Myoadenylate deaminase deficiency	
DB04299	SMP00428	Mercaptopurine Action Pathway	
DB04299	SMP00512	Xanthinuria type I	
DB04299	SMP00365	Gout or Kelley-Seegmiller Syndrome	
DB04299	SMP00050	Purine Metabolism	
DB04299	SMP00167	Adenylosuccinate Lyase Deficiency	
DB04299	SMP00427	Azathioprine Action Pathway	
DB04299	SMP00513	Xanthinuria type II	
DB04299	SMP00535	Adenine phosphoribosyltransferase deficiency (APRT)	
DB04299	SMP00364	Lesch-Nyhan Syndrome (LNS)	
DB04299	SMP00220	Xanthine Dehydrogenase Deficiency (Xanthinuria)	
DB04326	SMP00479	Plasmalogen Synthesis	
DB04326	SMP00124	Glycerol Phosphate Shuttle	
DB04326	SMP00530	Familial lipoprotein lipase deficiency	
DB04326	SMP00039	Glycerolipid Metabolism	
DB04326	SMP00529	D-glyceric acidura	
DB04326	SMP00187	Glycerol Kinase Deficiency	
DB04326	SMP00128	Gluconeogenesis	
DB04326	SMP00573	Glycogenosis, Type IB	
DB04326	SMP00520	Transaldolase deficiency	
DB04326	SMP00025	Phospholipid Biosynthesis	
DB04326	SMP00560	Phosphoenolpyruvate carboxykinase deficiency 1 (PEPCK1)	
DB04326	SMP00572	Fanconi-bickel syndrome	
DB04326	SMP00574	Glycogenosis, Type IC	
DB04326	SMP00031	Pentose Phosphate Pathway	
DB04326	SMP00374	Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease	
DB04326	SMP00563	Triosephosphate isomerase	
DB04326	SMP00519	Ribose-5-phosphate isomerase deficiency	
DB04326	SMP00040	Glycolysis	
DB04326	SMP00355	Mitochondrial Electron Transport Chain	
DB04326	SMP00531	Glycogenosis, Type VII. Tarui disease	
DB04326	SMP00562	Fructose-1,6-diphosphatase deficiency	
DB04326	SMP00581	Glycogenosis, Type IA. Von gierke disease	
DB04326	SMP00518	Glucose-6-phosphate dehydrogenase deficiency	
DB04326	SMP00064	Fructose and Mannose Degradation	
DB04326	SMP00561	Fructosuria	
DB04326	SMP00725	Fructose intolerance, hereditary	
DB04326	SMP00654	Warburg Effect	
DB04335	SMP00203	Molybdenum Cofactor Deficiency	
DB04335	SMP00210	Purine Nucleoside Phosphorylase Deficiency	
DB04335	SMP00536	Mitochondrial DNA depletion syndrome	
DB04335	SMP00050	Purine Metabolism	
DB04335	SMP00167	Adenylosuccinate Lyase Deficiency	
DB04335	SMP00427	Azathioprine Action Pathway	
DB04335	SMP00428	Mercaptopurine Action Pathway	
DB04335	SMP00512	Xanthinuria type I	
DB04335	SMP00365	Gout or Kelley-Seegmiller Syndrome	
DB04335	SMP00144	Adenosine Deaminase Deficiency	
DB04335	SMP00168	AICA-Ribosiduria	
